Order ID,Product ID,Customer ID,TerritoryID,Sales,Quantity,Discount,Profit,Status,Order Date,Ship Date,Returned
CA-2019-152275,OFF-AR-10000369,KH-16630,6,6.67,6,0.2,0.5,Shipped,01-10-19,08-10-19,no
US-2018-123750,OFF-BI-10004584,RB-19795,6,189.59,2,0.7,-145.35,Shipped,15-04-18,21-04-18,no
US-2018-123750,TEC-AC-10004659,RB-19795,6,408.74,7,0.2,76.64,Shipped,15-04-18,21-04-18,no
US-2018-123750,TEC-AC-10004659,RB-19795,6,291.96,5,0.2,54.74,Shipped,15-04-18,21-04-18,no
US-2018-123750,OFF-ST-10000617,RB-19795,6,4.77,2,0.2,-0.77,Shipped,15-04-18,21-04-18,no
CA-2016-138023,OFF-BI-10003638,KH-16510,6,30.96,8,0.8,-52.63,Cancelled,15-08-16,18-08-16,no
CA-2018-127369,OFF-ST-10003306,DB-13060,6,714.3,5,0,207.15,Shipped,06-06-18,07-06-18,no
US-2016-150574,OFF-BI-10000773,MK-18160,6,4.81,2,0.7,-3.69,Shipped,19-12-16,25-12-16,yes
US-2016-150574,TEC-AC-10002600,MK-18160,6,247.8,5,0.2,-18.58,Shipped,19-12-16,25-12-16,yes
CA-2016-142839,FUR-TA-10001539,TS-21610,6,853.09,6,0.4,-227.49,In process,16-08-16,20-08-16,no
CA-2016-129168,OFF-PA-10001639,KB-16585,1,15.55,3,0.2,5.44,Approved,17-08-16,23-08-16,no
CA-2018-147375,TEC-MA-10002937,PO-19180,6,1007.98,3,0.3,43.2,Shipped,12-06-18,14-06-18,yes
CA-2018-147375,OFF-PA-100019701,PO-19180,6,313.49,7,0.2,113.64,Shipped,12-06-18,14-06-18,yes
CA-2016-111500,OFF-PA-10000595,DJ-13510,6,114.2,5,0,52.53,Shipped,17-08-16,21-08-16,no
CA-2016-111500,OFF-BI-10000829,DJ-13510,6,17.96,4,0,8.26,Shipped,17-08-16,21-08-16,no
CA-2016-111500,OFF-FA-10002676,DJ-13510,6,12.67,7,0,4.56,Shipped,17-08-16,21-08-16,no
CA-2016-111500,TEC-AC-10000844,DJ-13510,6,339.96,4,0,122.39,Shipped,17-08-16,21-08-16,no
CA-2019-130043,OFF-PA-10002230,BB-11545,6,31.87,8,0.2,11.55,Shipped,15-09-19,19-09-19,no
US-2016-164616,OFF-BI-10001718,MS-17770,6,76.78,4,0.7,-58.86,Shipped,19-08-16,21-08-16,no
US-2016-164616,OFF-SU-10004768,MS-17770,6,9.18,2,0.2,1.15,Shipped,19-08-16,21-08-16,no
CA-2019-157252,FUR-CH-10003396,CV-12805,6,207.85,3,0.1,2.31,Shipped,20-01-19,23-01-19,no
US-2016-156559,FUR-BO-10000711,LH-16900,1,638.82,9,0,172.48,Shipped,19-08-16,26-08-16,no
CA-2018-115756,FUR-FU-10000246,PK-19075,6,12.22,1,0,3.67,Shipped,05-09-18,07-09-18,no
CA-2018-115756,OFF-ST-10000060,PK-19075,6,194.94,3,0,23.39,Shipped,05-09-18,07-09-18,no
CA-2018-115756,OFF-ST-10003058,PK-19075,6,70.95,3,0,20.58,Shipped,05-09-18,07-09-18,no
CA-2018-115756,OFF-PA-10002222,PK-19075,6,91.36,4,0,42.03,Shipped,05-09-18,07-09-18,no
CA-2018-115756,FUR-CH-10002372,PK-19075,6,242.94,3,0,29.15,Shipped,05-09-18,07-09-18,no
CA-2018-115756,OFF-LA-10001317,PK-19075,6,22.05,7,0,10.58,Shipped,05-09-18,07-09-18,no
CA-2016-121727,OFF-AR-10004930,JK-15625,6,10.72,2,0.2,1.74,Approved,19-08-16,24-08-16,no
CA-2016-123253,OFF-AR-10002804,DE-13255,6,3.91,1,0.2,1.03,Approved,22-08-16,25-08-16,yes
CA-2019-154214,FUR-FU-10000206,TB-21595,6,2.91,1,0,1.37,Shipped,20-03-19,25-03-19,yes
CA-2018-166674,OFF-AR-10000588,RB-19360,6,59.52,3,0,15.48,Shipped,01-04-18,03-04-18,no
CA-2018-166674,OFF-ST-10001469,RB-19360,6,161.94,3,0,9.72,Shipped,01-04-18,03-04-18,no
CA-2018-166674,OFF-AR-10001953,RB-19360,6,263.88,6,0,71.25,Shipped,01-04-18,03-04-18,no
CA-2018-166674,OFF-AR-10003156,RB-19360,6,30.48,3,0,7.92,Shipped,01-04-18,03-04-18,no
CA-2018-166674,OFF-AR-10004974,RB-19360,6,9.84,3,0,2.85,Shipped,01-04-18,03-04-18,no
CA-2018-166674,TEC-PH-10002365,RB-19360,6,35.12,4,0,9.13,Approved,01-04-18,03-04-18,no
CA-2016-110639,OFF-PA-10003936,RH-19495,6,25.92,4,0,12.44,Approved,23-08-16,23-08-16,no
CA-2016-110639,OFF-PA-10004530,RH-19495,6,45.92,4,0,22.5,Approved,23-08-16,23-08-16,no
CA-2016-106719,OFF-BI-10002799,RB-19645,10,8.29,2,0.2,2.69,Approved,24-08-16,24-08-16,no
CA-2019-147277,FUR-TA-10001539,EB-13705,1,284.36,2,0.4,-75.83,Approved,20-10-19,24-10-19,no
CA-2019-147277,OFF-ST-10000142,EB-13705,1,665.41,2,0.2,66.54,Cancelled,20-10-19,24-10-19,no
CA-2016-107916,FUR-FU-10004586,JP-15460,6,13.28,2,0,6.37,In process,24-08-16,26-08-16,no
CA-2016-107916,OFF-BI-10001116,JP-15460,6,12.67,3,0.2,4.44,In process,24-08-16,26-08-16,no
CA-2018-100153,TEC-AC-10001772,KH-16630,6,63.88,4,0,24.91,Cancelled,13-12-18,17-12-18,no
US-2018-157945,FUR-CH-10002331,NF-18385,6,747.56,3,0.3,-96.11,Cancelled,26-09-18,01-10-18,no
US-2018-157945,OFF-EN-10001415,NF-18385,6,8.93,2,0.2,3.35,Cancelled,26-09-18,01-10-18,no
CA-2017-109638,OFF-AP-10002472,JH-15985,6,103.92,4,0,36.37,Cancelled,15-12-17,22-12-17,no
CA-2017-109638,TEC-AC-10004571,JH-15985,6,899.91,9,0,377.96,Cancelled,15-12-17,22-12-17,no
CA-2017-109638,OFF-BI-10001098,JH-15985,6,51.31,3,0.2,18.6,Cancelled,15-12-17,22-12-17,no
CA-2018-109869,FUR-FU-10000023,TN-21040,6,23.56,5,0.2,7.07,Cancelled,22-04-18,29-04-18,yes
CA-2018-109869,FUR-TA-10001889,TN-21040,6,1272.63,6,0.5,-814.48,Cancelled,22-04-18,29-04-18,yes
CA-2018-109869,OFF-BI-10000315,TN-21040,6,28.49,5,0.7,-20.89,Cancelled,22-04-18,29-04-18,yes
CA-2018-109869,OFF-SU-10003505,TN-21040,6,185.38,2,0.2,-34.76,Rejected,22-04-18,29-04-18,yes
CA-2018-109869,OFF-AP-10002578,TN-21040,6,78.27,2,0.2,5.87,Rejected,22-04-18,29-04-18,yes
CA-2016-124688,TEC-PH-10000455,CC-12610,6,579.95,5,0,168.19,Cancelled,27-08-16,29-08-16,yes
CA-2016-124688,FUR-FU-10002456,CC-12610,6,29.12,4,0,12.52,Cancelled,27-08-16,29-08-16,yes
CA-2016-124688,FUR-TA-10003569,CC-12610,6,1202.94,3,0,300.74,Approved,27-08-16,29-08-16,yes
CA-2016-135699,OFF-PA-10004475,HH-15010,6,109.92,2,0,53.86,Backordered,29-08-16,29-08-16,yes
CA-2016-135699,OFF-PA-10003001,HH-15010,6,13.36,2,0,6.41,Backordered,29-08-16,29-08-16,yes
CA-2016-169775,OFF-EN-10001749,RA-19945,6,29.81,2,0.2,10.81,Approved,29-08-16,02-09-16,no
CA-2016-169775,OFF-BI-10004390,RA-19945,6,505.18,4,0.7,-336.78,Approved,29-08-16,02-09-16,no
CA-2016-169775,FUR-TA-10001857,RA-19945,6,174.06,3,0.45,-110.76,Approved,29-08-16,02-09-16,no
US-2017-101399,FUR-FU-10002918,JS-15940,6,254.74,7,0.6,-312.06,Rejected,17-01-17,24-01-17,no
CA-2019-154907,FUR-BO-10002824,DS-13180,6,205.33,2,0.32,-36.24,Rejected,31-03-19,04-04-19,no
CA-2016-143385,TEC-AC-10001635,SJ-20500,6,92.52,9,0,18.5,Cancelled,31-08-16,05-09-16,no
US-2018-100419,OFF-BI-10002194,CC-12670,6,4.79,3,0.8,-7.9,Rejected,16-12-18,20-12-18,no
CA-2016-165428,OFF-BI-10002949,JL-15130,6,3.65,3,0.8,-6.02,Shipped,01-09-16,04-09-16,no
CA-2016-165428,OFF-PA-10004100,JL-15130,6,31.1,6,0.2,10.89,Shipped,01-09-16,04-09-16,no
CA-2017-154144,OFF-PA-10004071,MH-17785,6,55.48,1,0,26.63,Rejected,20-12-17,24-12-17,no
CA-2016-126522,OFF-AR-10004042,LT-16765,6,53.94,3,0,15.64,Approved,01-09-16,05-09-16,yes
CA-2016-144666,OFF-ST-10002743,JP-15520,6,340.92,3,0,3.41,Rejected,09-11-16,11-11-16,no
CA-2016-144666,FUR-BO-10001601,JP-15520,6,222.67,2,0.15,10.48,Rejected,09-11-16,11-11-16,no
CA-2016-144666,TEC-PH-10002680,JP-15520,6,703.97,4,0.2,88,Rejected,09-11-16,11-11-16,no
CA-2016-144666,OFF-ST-10001321,JP-15520,6,92.52,6,0,24.98,Rejected,09-11-16,11-11-16,no
CA-2016-144666,OFF-PA-10001509,JP-15520,6,62.65,7,0,28.82,Rejected,09-11-16,11-11-16,no
CA-2016-144666,OFF-PA-10003465,JP-15520,6,94.85,5,0,45.53,Rejected,09-11-16,11-11-16,no
CA-2016-127936,OFF-AR-10002445,CL-12565,6,21.24,3,0,8.07,In process,02-09-16,04-09-16,no
CA-2016-157721,OFF-AP-10001303,JM-16195,10,19.9,1,0,8.95,Approved,02-09-16,05-09-16,no
CA-2016-157721,FUR-FU-10002116,JM-16195,10,70.71,1,0,4.95,Approved,02-09-16,05-09-16,no
CA-2018-103891,TEC-PH-10000149,KH-16690,1,95.76,6,0.2,7.18,Rejected,12-07-18,19-07-18,no
CA-2018-152632,FUR-FU-10002671,JE-15475,1,40.2,3,0,19.3,Rejected,27-10-18,02-11-18,no
US-2016-138828,OFF-AR-10000658,KD-16345,1,57.75,5,0,16.17,In process,02-09-16,03-09-16,no
US-2016-138828,OFF-PA-10000349,KD-16345,1,14.94,3,0,7.02,In process,02-09-16,03-09-16,no
CA-2018-100790,OFF-AR-10003045,JG-15805,1,14.7,5,0,6.62,Rejected,26-06-18,02-07-18,no
CA-2018-100790,OFF-ST-10000689,JG-15805,1,704.25,5,0,84.51,Rejected,26-06-18,02-07-18,no
CA-2016-125171,OFF-LA-10001175,AG-10390,1,14.4,5,0,7.06,Shipped,03-09-16,03-09-16,no
CA-2016-134677,TEC-AC-10001445,XP-21865,1,9.09,3,0,1.91,Rejected,06-10-16,10-10-16,no
CA-2016-106572,OFF-ST-10000585,NP-18700,1,264.32,2,0.2,19.82,Approved,05-09-16,10-09-16,no
CA-2019-140963,OFF-LA-10003923,MT-18070,1,29.6,2,0,14.8,Approved,10-06-19,13-06-19,yes
CA-2019-140963,FUR-BO-10001337,MT-18070,1,514.17,5,0.15,-30.24,Approved,10-06-19,13-06-19,yes
CA-2019-140963,TEC-PH-10001924,MT-18070,1,279.96,5,0.2,17.5,Approved,10-06-19,13-06-19,yes
CA-2016-154627,TEC-PH-10001363,SA-20830,6,2735.95,6,0.2,341.99,In process,29-10-16,31-10-16,no
CA-2016-100006,TEC-PH-10002075,DK-13375,7,377.97,3,0,109.61,Shipped,07-09-16,13-09-16,no
CA-2016-122882,OFF-ST-10002344,SB-20290,6,64.78,1,0.2,-14.58,In process,07-09-16,13-09-16,no
CA-2016-122882,TEC-PH-10003589,SB-20290,6,32.38,3,0.4,4.32,In process,07-09-16,13-09-16,no
CA-2016-122882,FUR-FU-10000758,SB-20290,6,42.37,2,0.2,8.47,In process,07-09-16,13-09-16,no
CA-2016-122882,TEC-MA-10004679,SB-20290,6,399.54,4,0.7,-559.36,In process,07-09-16,13-09-16,no
CA-2016-131002,FUR-FU-10004270,TB-21400,7,57.69,3,0,23.65,Cancelled,07-09-16,12-09-16,no
CA-2016-131002,OFF-BI-10000948,TB-21400,7,42.81,3,0,20.12,Cancelled,07-09-16,12-09-16,no
CA-2016-131002,OFF-PA-10000223,TB-21400,7,12.96,2,0,6.22,Cancelled,07-09-16,12-09-16,no
CA-2016-131002,FUR-FU-10004665,TB-21400,7,821.88,6,0,213.69,Cancelled,07-09-16,12-09-16,no
CA-2016-131002,TEC-PH-10000215,TB-21400,7,104.85,3,0,28.31,Cancelled,07-09-16,12-09-16,no
CA-2016-113362,OFF-ST-10001809,AJ-10960,6,449.15,5,0,8.98,In process,14-09-16,19-09-16,no
CA-2016-113362,OFF-EN-10003845,AJ-10960,6,11.07,3,0,5.09,Cancelled,14-09-16,19-09-16,no
CA-2016-168592,OFF-AP-10004785,DP-13390,7,56.65,5,0,24.36,In process,08-09-16,14-09-16,no
CA-2016-168592,OFF-ST-10002406,DP-13390,7,14.97,1,0,4.19,In process,08-09-16,14-09-16,no
CA-2016-168592,OFF-FA-10002988,DP-13390,7,4.02,2,0,1.97,In process,08-09-16,14-09-16,no
CA-2018-169166,TEC-AC-10000991,SS-20590,1,93.98,2,0,13.16,Cancelled,09-05-18,14-05-18,no
US-2016-115987,OFF-BI-10001071,LH-17020,6,51.18,4,0.8,-79.34,Rejected,08-09-16,13-09-16,no
US-2018-120929,FUR-TA-10001857,RO-19780,1,189.88,3,0.4,-94.94,Cancelled,18-03-18,21-03-18,no
CA-2017-134782,OFF-EN-10001434,MD-17350,1,105.42,2,0,51.66,Cancelled,27-12-17,31-12-17,no
CA-2018-126158,OFF-BI-10002498,SC-20095,1,119.62,8,0.2,40.37,Cancelled,25-07-18,31-07-18,no
CA-2018-126158,FUR-FU-10004864,SC-20095,1,255.76,4,0,81.84,In process,25-07-18,31-07-18,no
CA-2018-126158,FUR-CH-10002602,SC-20095,1,241.57,2,0.2,18.12,In process,25-07-18,31-07-18,no
CA-2018-126158,FUR-FU-10000073,SC-20095,1,69.3,9,0,22.87,In process,25-07-18,31-07-18,no
CA-2016-128839,OFF-FA-10002280,TT-21070,6,45,9,0,21.6,Backordered,08-09-16,13-09-16,no
CA-2016-128839,TEC-MA-10000029,TT-21070,6,209.97,3,0,90.29,Backordered,08-09-16,13-09-16,no
CA-2016-163293,TEC-AC-10004209,KC-16255,6,32.97,3,0,12.86,In process,08-09-16,11-09-16,no
CA-2016-163293,TEC-AC-10000023,KC-16255,6,83.88,4,0,30.2,In process,08-09-16,11-09-16,no
CA-2016-132500,TEC-AC-10001383,GZ-14470,6,49.98,2,0,8.5,Shipped,08-09-16,12-09-16,no
US-2018-105578,OFF-BI-10001670,MY-17380,6,22.62,2,0.7,-15.08,Cancelled,30-05-18,04-06-18,yes
US-2018-105578,OFF-BI-10001658,MY-17380,6,14.95,2,0.7,-11.96,Cancelled,30-05-18,04-06-18,yes
US-2018-105578,FUR-CH-10001215,MY-17380,6,801.57,2,0.2,50.1,Cancelled,30-05-18,04-06-18,yes
US-2018-105578,OFF-BI-10000831,MY-17380,6,2.38,3,0.7,-1.9,Cancelled,30-05-18,04-06-18,yes
US-2018-105578,OFF-PA-10000357,MY-17380,6,32.79,1,0.2,11.89,Cancelled,30-05-18,04-06-18,yes
CA-2016-123127,OFF-AP-10001962,SP-20620,6,16.78,2,0,4.2,Approved,08-09-16,12-09-16,no
CA-2016-107818,OFF-AR-10003045,MC-17275,6,5.88,2,0,2.65,In process,08-09-16,14-09-16,no
CA-2016-107818,FUR-CH-10000454,MC-17275,6,975.92,5,0.2,121.99,In process,08-09-16,14-09-16,no
CA-2016-107818,OFF-AR-10000380,MC-17275,6,303.84,8,0,91.15,In process,08-09-16,14-09-16,no
CA-2016-107818,OFF-ST-10000736,MC-17275,6,485.88,6,0,19.44,In process,08-09-16,14-09-16,no
CA-2016-144407,OFF-LA-10003923,MS-17365,1,103.6,7,0,51.8,Approved,09-09-16,15-09-16,no
CA-2019-134978,OFF-BI-10003274,EB-13705,6,15.92,5,0.2,5.37,Cancelled,12-11-19,15-11-19,no
CA-2016-102869,OFF-PA-10000788,LC-17140,6,15.55,3,0.2,5.44,Shipped,09-09-16,14-09-16,no
CA-2016-102869,TEC-AC-10002134,LC-17140,6,64.7,6,0.2,-4.85,Shipped,09-09-16,14-09-16,no
CA-2016-102869,FUR-FU-10002456,LC-17140,6,17.47,3,0.2,5.02,Shipped,09-09-16,14-09-16,no
CA-2016-102869,TEC-PH-10002549,LC-17140,6,135.52,1,0.4,-31.62,Shipped,09-09-16,14-09-16,no
CA-2017-145352,OFF-AR-10001662,CM-12385,6,2.74,1,0,0.74,Cancelled,16-03-17,22-03-17,no
CA-2017-145352,OFF-AR-10003856,CM-12385,6,8.34,3,0,2.17,Cancelled,16-03-17,22-03-17,no
CA-2017-145352,OFF-ST-10001228,CM-12385,6,46.74,3,0,11.69,Cancelled,16-03-17,22-03-17,no
CA-2017-145352,OFF-BI-10003527,CM-12385,6,6354.95,5,0,3177.48,Cancelled,16-03-17,22-03-17,no
CA-2016-126403,OFF-PA-10001144,RR-19525,6,166.44,3,0,79.89,Shipped,09-09-16,12-09-16,yes
CA-2016-126403,FUR-CH-10003761,RR-19525,6,785.88,6,0,212.19,Shipped,09-09-16,12-09-16,yes
CA-2016-126403,OFF-PA-10004665,RR-19525,6,26.2,2,0,12.84,Shipped,09-09-16,12-09-16,yes
CA-2016-126403,OFF-ST-10000078,RR-19525,6,1325.85,5,0,238.65,Shipped,09-09-16,12-09-16,yes
CA-2019-135307,FUR-FU-10001290,LS-17245,6,126.3,3,0,40.42,Cancelled,26-11-19,27-11-19,no
CA-2019-135307,TEC-AC-10002399,LS-17245,6,38.04,2,0,12.17,Cancelled,26-11-19,27-11-19,no
CA-2018-106341,OFF-AR-10002053,LF-17185,6,7.15,3,0.2,0.72,Cancelled,20-10-18,23-10-18,no
CA-2016-103702,OFF-BI-10002429,AF-10885,6,63.92,7,0.7,-46.88,Cancelled,12-09-16,17-09-16,no
CA-2019-163405,OFF-AR-10003811,BN-11515,6,6.63,3,0,1.79,Cancelled,21-12-19,25-12-19,no
CA-2019-163405,OFF-AR-10001246,BN-11515,6,5.88,2,0,1.71,Cancelled,21-12-19,25-12-19,no
CA-2019-127432,TEC-CO-10003236,AD-10180,6,2999.95,5,0,1379.98,Cancelled,22-01-19,27-01-19,no
CA-2019-127432,OFF-ST-10004507,AD-10180,6,51.45,3,0,13.89,Cancelled,22-01-19,27-01-19,no
CA-2019-127432,OFF-PA-10001667,AD-10180,6,11.96,2,0,5.38,Cancelled,22-01-19,27-01-19,no
CA-2019-127432,OFF-ST-10004459,AD-10180,6,1126.02,3,0,56.3,Cancelled,22-01-19,27-01-19,no
CA-2016-138527,OFF-PA-10001800,BN-11470,6,10.37,2,0.2,3.63,In process,12-09-16,17-09-16,no
CA-2016-138527,OFF-AP-10001469,BN-11470,6,166.84,5,0.2,18.77,In process,12-09-16,17-09-16,no
CA-2016-138527,TEC-AC-10002399,BN-11470,6,15.22,1,0.2,2.28,In process,12-09-16,17-09-16,no
US-2016-150924,OFF-BI-10004040,PT-19090,7,5.18,5,0.8,-8.03,Cancelled,12-09-16,16-09-16,no
CA-2017-157812,TEC-AC-10000171,DB-13210,6,18.39,1,0.2,5.29,Rejected,22-03-17,26-03-17,yes
CA-2017-157812,OFF-ST-10000736,DB-13210,6,129.57,2,0.2,-25.91,Rejected,22-03-17,26-03-17,yes
CA-2017-157812,OFF-BI-10000285,DB-13210,6,14.11,9,0.8,-21.17,In process,22-03-17,26-03-17,yes
CA-2016-140039,OFF-ST-10001034,ON-18715,10,79.4,5,0.2,5.96,In process,13-09-16,17-09-16,no
CA-2019-145142,FUR-TA-10001857,MC-17605,6,210.98,2,0,21.1,In process,23-01-19,25-01-19,no
US-2018-139486,TEC-PH-10003555,LH-17155,6,55.18,3,0.2,-12.41,In process,21-05-18,23-05-18,no
US-2018-139486,TEC-AC-10003832,LH-17155,6,66.26,2,0,27.17,In process,21-05-18,23-05-18,no
CA-2016-132962,OFF-PA-10003543,JM-15535,1,15.55,3,0.2,5.44,Rejected,13-09-16,16-09-16,no
CA-2016-132962,TEC-AC-10004353,JM-15535,1,252,5,0.2,53.55,Rejected,13-09-16,16-09-16,no
CA-2016-145212,OFF-AR-10002833,DC-12850,1,5.46,3,0,1.47,Approved,13-09-16,19-09-16,no
CA-2017-158792,OFF-FA-10002815,BD-11605,6,22.2,5,0,10.43,Shipped,26-12-17,02-01-18,no
CA-2019-113558,FUR-CH-10003379,PH-18790,6,683.95,3,0.2,42.75,Shipped,21-10-19,26-10-19,no
CA-2019-113558,FUR-FU-10001756,PH-18790,6,45.7,3,0.2,5.14,Shipped,21-10-19,26-10-19,no
CA-2016-159184,FUR-FU-10002878,JC-15775,1,142.4,5,0,52.69,Shipped,14-09-16,19-09-16,no
CA-2016-159184,OFF-BI-10001890,JC-15775,1,7.16,2,0,3.44,Shipped,14-09-16,19-09-16,no
CA-2016-145576,OFF-AP-10003914,CA-12775,6,13,5,0.2,1.3,In process,14-09-16,18-09-16,no
CA-2016-145576,FUR-FU-10004020,CA-12775,6,13.13,3,0.2,3.77,In process,14-09-16,18-09-16,no
US-2017-138303,OFF-ST-10004963,MG-18145,6,36.34,3,0.2,-7.27,Shipped,03-09-17,07-09-17,no
US-2017-138303,OFF-SU-10002881,MG-18145,6,666.25,1,0.2,-149.91,Shipped,03-09-17,07-09-17,no
US-2017-138303,OFF-EN-10001335,MG-18145,6,52.51,6,0.2,19.69,Shipped,03-09-17,07-09-17,no
CA-2017-102848,FUR-CH-10000595,KB-16240,6,190.72,1,0.2,11.92,Shipped,07-11-17,09-11-17,no
US-2019-129441,FUR-FU-10000448,JC-15340,6,47.94,3,0,2.4,Shipped,07-09-19,11-09-19,no
CA-2018-168753,TEC-PH-10000984,RL-19615,6,979.95,5,0,274.39,Shipped,29-05-18,01-06-18,no
CA-2018-168753,OFF-BI-10002557,RL-19615,6,22.75,5,0,11.38,Shipped,29-05-18,01-06-18,no
US-2016-158638,OFF-BI-10003712,AG-10765,6,5.89,4,0.7,-4.12,Cancelled,17-09-16,21-09-16,no
CA-2018-126613,OFF-ST-10001325,AA-10375,6,16.77,2,0.2,1.47,Shipped,10-07-18,16-07-18,no
US-2019-122637,OFF-BI-10002429,EP-13915,6,42.62,7,0.8,-68.19,Shipped,03-09-19,08-09-19,no
CA-2016-103940,OFF-ST-10004963,BN-11515,6,30.28,2,0,1.21,In process,17-09-16,21-09-16,yes
CA-2016-103940,OFF-ST-10000943,BN-11515,6,57.93,3,0,16.22,In process,17-09-16,21-09-16,yes
CA-2016-103940,FUR-FU-10004671,BN-11515,6,35.34,2,0,13.43,In process,17-09-16,21-09-16,yes
CA-2016-103940,OFF-BI-10002735,BN-11515,6,137.24,5,0.2,46.32,In process,17-09-16,21-09-16,yes
CA-2017-147851,OFF-BI-10004528,MP-17470,6,10.75,4,0.2,3.36,Shipped,03-12-17,08-12-17,no
CA-2016-112851,OFF-EN-10001453,NR-18550,10,182.94,3,0,85.98,Shipped,17-09-16,21-09-16,no
CA-2017-134894,OFF-AP-10001271,DK-12985,6,152.94,3,0,41.29,Shipped,07-12-17,11-12-17,no
CA-2017-134894,FUR-CH-10002647,DK-12985,6,283.92,4,0,70.98,Shipped,07-12-17,11-12-17,no
US-2016-117170,TEC-AC-10001109,KT-16465,6,47.98,2,0.2,13.2,Shipped,17-09-16,24-09-16,no
US-2016-117170,OFF-PA-10000682,KT-16465,6,4.62,1,0.2,1.68,Shipped,17-09-16,24-09-16,no
CA-2016-127299,OFF-ST-10003722,JL-15835,6,67.34,6,0.2,7.58,Backordered,19-09-16,24-09-16,no
CA-2016-127299,TEC-MA-10001127,JL-15835,6,2624.99,3,0.5,-944.99,Backordered,19-09-16,24-09-16,no
CA-2016-168130,FUR-CH-10000988,BS-11365,6,887.1,7,0.1,177.42,Shipped,19-09-16,19-09-16,no
CA-2018-136924,TEC-PH-10002262,ES-14080,6,380.86,8,0.2,38.09,Shipped,14-07-18,17-07-18,yes
US-2017-120161,OFF-ST-10001809,LM-17065,6,646.78,9,0.2,-145.52,Shipped,18-12-17,23-12-17,no
CA-2019-162929,OFF-BI-10000404,AS-10135,6,41.28,6,0.2,13.93,Shipped,19-11-19,22-11-19,no
CA-2019-162929,OFF-PA-10002986,AS-10135,6,13.36,2,0,6.41,Shipped,19-11-19,22-11-19,no
CA-2017-113173,OFF-ST-10000604,DK-13225,6,250.27,9,0.2,15.64,Shipped,15-11-17,17-11-17,no
CA-2017-113173,OFF-BI-10004738,DK-13225,6,11.36,3,0.8,-17.05,Shipped,15-11-17,17-11-17,no
CA-2017-113173,OFF-SU-10001935,DK-13225,6,8.72,5,0.2,-1.74,Shipped,15-11-17,17-11-17,no
CA-2016-133704,OFF-AP-10001366,MA-17995,6,43.92,4,0,11.86,Rejected,20-09-16,26-09-16,no
CA-2016-133704,OFF-BI-10001636,MA-17995,6,20.23,3,0.2,6.58,In process,20-09-16,26-09-16,no
CA-2018-136406,FUR-CH-10002024,BD-11320,6,1121.57,2,0.2,0,Shipped,15-04-18,17-04-18,no
CA-2019-112774,FUR-FU-10003039,RC-19960,6,34.5,1,0.2,6.04,In process,11-09-19,12-09-19,no
CA-2016-151953,OFF-AR-10003469,DB-13555,6,2.82,2,0.2,0.99,In process,20-09-16,25-09-16,no
CA-2019-101945,OFF-FA-10004248,GT-14710,6,10.82,3,0.2,2.57,In process,24-11-19,28-11-19,no
CA-2016-156433,OFF-LA-10001569,ES-14020,6,9.96,2,0,4.58,Approved,20-09-16,26-09-16,no
CA-2016-156433,OFF-PA-10003724,ES-14020,6,21.72,4,0,10.64,Approved,20-09-16,26-09-16,no
CA-2019-100650,OFF-ST-10001780,DK-13225,1,1295.78,2,0,310.99,Rejected,29-06-19,03-07-19,no
CA-2016-153969,OFF-EN-10001539,HF-14995,7,15.56,2,0,7.31,Cancelled,21-09-16,25-09-16,no
CA-2016-153969,OFF-EN-10004483,HF-14995,7,78.35,5,0,36.82,Shipped,21-09-16,25-09-16,no
CA-2016-153969,OFF-AR-10001615,HF-14995,7,59.52,3,0,15.48,Shipped,21-09-16,25-09-16,no
CA-2016-153969,OFF-PA-10000327,HF-14995,7,38.52,9,0,17.33,Shipped,21-09-16,25-09-16,no
CA-2016-153969,TEC-PH-10001299,HF-14995,7,239.98,2,0.2,24,Shipped,21-09-16,25-09-16,no
CA-2016-153969,OFF-PA-10002246,HF-14995,7,19.35,3,0,9.48,Shipped,21-09-16,25-09-16,no
CA-2018-113243,OFF-LA-10001297,OT-18730,6,20.7,2,0,9.94,In process,10-06-18,15-06-18,no
CA-2018-113243,FUR-TA-10004256,OT-18730,6,1335.68,4,0.2,-217.05,In process,10-06-18,15-06-18,no
CA-2018-113243,OFF-PA-10003441,OT-18730,6,32.4,5,0,15.55,In process,10-06-18,15-06-18,no
CA-2016-125514,OFF-AP-10000358,BM-11650,10,25.96,2,0,7.53,Shipped,21-09-16,22-09-16,no
CA-2016-125514,OFF-AP-10003281,BM-11650,10,36.27,3,0,10.88,Shipped,21-09-16,22-09-16,no
CA-2016-125514,OFF-PA-10000029,BM-11650,10,6.48,1,0,3.11,Shipped,21-09-16,22-09-16,no
CA-2019-118731,FUR-FU-10003347,LP-17080,6,42.6,3,0,16.61,In process,20-11-19,22-11-19,no
CA-2019-118731,OFF-BI-10000069,LP-17080,6,84.06,7,0.2,27.32,In process,20-11-19,22-11-19,no
CA-2016-168823,OFF-PA-10004000,MA-17560,6,11.35,3,0.2,4.12,Rejected,21-09-16,24-09-16,no
CA-2016-168823,OFF-LA-10004425,MA-17560,6,20.81,9,0.2,7.02,Rejected,21-09-16,24-09-16,no
CA-2017-130736,OFF-FA-10003467,JF-15490,6,3.96,2,0,0,In process,07-12-17,09-12-17,no
