Order ID,Product ID,StatusID,Sales,Quantity,Discount,Profit
CA-2019-134915,TEC-PH-10000347,6,7.92,2,0.2,0.69
CA-2019-134915,TEC-PH-10001459,6,671.98,2,0.2,50.4
CA-2018-153353,TEC-PH-10000439,6,39.99,1,0,11.6
CA-2019-123638,FUR-CH-10002647,6,191.65,3,0.1,31.94
CA-2019-168900,OFF-BI-10003910,6,2.31,1,0.7,-1.93
CA-2017-158456,OFF-BI-10001097,6,19.94,4,0.2,7.23
CA-2017-158456,OFF-FA-10004854,6,45.92,4,0,21.58
CA-2019-143665,OFF-PA-10003673,6,20.34,3,0,9.36
CA-2019-143665,OFF-LA-10002034,6,39.28,8,0,19.25
CA-2019-137428,FUR-CH-10002774,6,81.57,2,0.2,9.18
CA-2019-137428,FUR-CH-10003817,6,97.18,2,0.2,6.07
CA-2019-137428,OFF-BI-10002949,6,24.32,5,0.2,8.21
CA-2019-137428,FUR-FU-10002445,6,18.96,2,0,7.58
CA-2016-162866,FUR-FU-100014731,6,32.95,6,0.6,-19.77
CA-2016-162866,OFF-ST-10002562,6,30.02,4,0.2,3
CA-2019-167941,OFF-AP-10002118,6,499.58,3,0.2,43.71
CA-2019-167941,OFF-PA-10001800,6,31.1,6,0.2,10.89
CA-2019-167941,OFF-BI-10002827,6,13.27,8,0.7,-10.62
CA-2019-167941,FUR-FU-10004671,6,28.27,2,0.2,6.36
CA-2019-167941,OFF-ST-10000736,6,259.14,4,0.2,-51.83
CA-2019-111808,OFF-BI-10004656,6,10.8,5,0,5.18
CA-2017-137512,FUR-TA-10001095,6,244.01,2,0.3,-31.37
CA-2017-137512,OFF-PA-10000213,6,15.94,4,0.2,5.38
CA-2019-139773,FUR-CH-10001797,6,188.55,7,0.3,-2.69
CA-2019-134607,OFF-ST-10002214,6,22.58,2,0,5.87
CA-2016-109232,FUR-CH-10000422,6,545.94,6,0,87.35
CA-2017-139850,OFF-PA-10003848,6,20.74,4,0.2,7.26
CA-2017-139850,FUR-FU-10003623,6,43.3,2,0.2,4.33
CA-2016-131310,FUR-CH-10001797,6,123.14,4,0.2,13.85
CA-2016-131310,OFF-BI-10003094,6,11.26,4,0.2,3.8
US-2016-112872,OFF-ST-10002205,6,53.42,3,0.2,4.67
US-2016-112872,FUR-TA-10003238,6,275.49,1,0.5,-170.8
CA-2018-139269,FUR-FU-10000755,6,24.96,4,0,6.24
CA-2018-139269,OFF-PA-10002893,6,19.36,2,0,9.29
CA-2018-139269,OFF-ST-10000689,2,1267.65,9,0,152.12
CA-2018-139010,TEC-AC-10004227,2,12.99,1,0,0.78
CA-2018-139010,OFF-BI-10000174,2,18.56,4,0.2,6.5
CA-2018-139010,OFF-ST-10001809,2,449.15,5,0,8.98
CA-2018-139010,OFF-BI-10002309,2,31.25,7,0.2,10.94
CA-2018-134376,OFF-AP-10004532,2,61.44,3,0,16.59
CA-2019-147291,OFF-BI-10003091,2,895.92,4,0,421.08
CA-2018-112893,OFF-BI-100046541,2,55.36,4,0.2,18.68
US-2016-150532,OFF-ST-10000760,2,55.92,5,0.2,6.29
CA-2016-138317,OFF-EN-10001539,2,24.9,4,0.2,8.4
CA-2016-138317,FUR-FU-10000550,2,3.98,1,0.2,0.65
CA-2016-138317,TEC-AC-10003628,2,95.97,4,0.2,28.79
CA-2016-138317,TEC-MA-10004521,2,206.99,3,0.7,-172.49
CA-2016-138317,OFF-AP-10003860,3,44.42,2,0.2,3.89
CA-2016-138317,OFF-BI-10000069,5,9.01,2,0.7,-7.2
CA-2017-130610,OFF-BI-10003655,1,19,5,0,8.93
CA-2019-104381,OFF-BI-10001628,1,33.38,4,0.2,10.43
CA-2018-131499,OFF-AP-10003779,1,207.48,1,0,62.24
CA-2016-148761,OFF-BI-10000666,2,91.68,3,0,45.84
CA-2019-116519,OFF-AP-10000828,2,904.9,5,0,253.37
CA-2016-130729,OFF-BI-10002706,2,34.27,3,0.2,11.14
CA-2018-124772,FUR-FU-10004748,2,191.82,3,0,74.81
CA-2018-115525,OFF-AP-10000026,2,243.88,5,0.2,27.44
CA-2019-134845,OFF-BI-10000773,2,12.03,5,0.7,-9.22
CA-2019-134845,TEC-MA-10000822,2,2549.99,5,0.7,-3399.98
CA-2019-134845,OFF-BI-10001543,2,21.59,2,0.7,-15.84
CA-2019-134845,OFF-BI-10003355,2,8.96,6,0.7,-6.57
CA-2019-134845,OFF-PA-10002005,2,20.74,4,0.2,7.26
US-2017-138919,FUR-TA-10004154,2,344.22,2,0.4,-103.27
US-2018-160528,OFF-ST-10002743,2,727.3,8,0.2,-172.73
US-2018-160528,FUR-FU-10004973,2,22.61,3,0.6,-10.17
US-2018-160528,TEC-AC-10002842,2,666.4,7,0.2,-33.32
CA-2017-123568,OFF-FA-10002701,2,5.04,3,0,0.2
CA-2017-123568,OFF-PA-10001125,2,92.94,3,0,41.82
CA-2017-123568,FUR-FU-10004090,2,66.69,3,0,22.01
CA-2017-123568,OFF-BI-10001510,2,91.68,5,0.2,28.65
CA-2019-124674,FUR-BO-10002202,2,327.73,2,0.32,-14.46
CA-2017-164441,OFF-BI-10001922,2,52.27,11,0.2,17.64
CA-2017-164441,OFF-PA-10001667,2,17.94,3,0,8.07
CA-2019-169054,FUR-FU-10001488,2,254.35,3,0.2,0
CA-2016-106719,OFF-BI-10002799,2,8.29,2,0.2,2.69
CA-2019-116855,FUR-CH-10003846,2,504.9,5,0,80.78
US-2018-164189,TEC-PH-10003691,2,403.17,4,0.2,25.2
CA-2017-168480,FUR-BO-10000468,5,194.32,4,0,31.09
CA-2017-168480,OFF-AR-10001044,5,25.99,1,0,7.54
US-2018-114293,FUR-CH-10003833,5,195.14,4,0.2,-12.2
CA-2019-134173,OFF-PA-10004355,5,20.74,4,0.2,7.26
US-2017-123960,TEC-AC-10003038,5,53.7,6,0,10.2
US-2017-123960,OFF-BI-10002799,5,36.26,7,0,16.68
US-2017-123960,OFF-AR-10003582,5,56.3,2,0,15.76
US-2017-123960,OFF-PA-10004451,5,32.4,5,0,15.55
US-2017-123960,FUR-FU-10004666,5,29.16,2,0,10.79
CA-2019-101749,FUR-TA-10001520,5,171.29,3,0.2,-6.42
US-2018-147991,FUR-FU-100042701,5,16.72,5,0.2,3.34
CA-2019-149559,OFF-PA-10003172,5,12.96,2,0,6.22
CA-2019-149559,OFF-EN-10002312,5,22.18,2,0,10.87
CA-2019-149559,FUR-CH-10002320,5,2054.27,8,0.2,256.78
CA-2017-135174,TEC-PH-10001530,5,1022.97,5,0.4,-255.74
CA-2019-125290,OFF-AR-10001216,5,13.9,5,0,3.61
CA-2019-125290,OFF-PA-10003127,5,26.38,1,0,12.13
CA-2016-137351,OFF-BI-10003910,5,43.18,7,0.2,13.49
CA-2019-121419,FUR-TA-10004534,5,411.8,2,0,70.01
CA-2019-121419,TEC-AC-10000892,5,360,4,0,129.6
US-2019-148054,FUR-FU-10003247,5,41.96,2,0,2.94
US-2019-148054,OFF-AP-10004336,5,227.84,4,0,66.07
US-2019-148054,OFF-PA-10001295,5,37.94,2,0,18.21
CA-2018-128517,TEC-PH-10002555,5,517.9,2,0,134.65
CA-2018-128517,OFF-BI-10000831,5,5.28,2,0,2.43
US-2017-100377,TEC-CO-10001046,5,2799.96,5,0.2,874.99
CA-2019-131492,OFF-EN-10002973,5,8.96,2,0,4.3
CA-2019-131492,OFF-LA-10001641,5,31.5,10,0,15.12
CA-2019-131492,FUR-FU-10003878,5,30.56,2,0,10.39
CA-2019-131492,FUR-TA-10003837,5,24.37,2,0.2,-3.35
CA-2018-144554,TEC-AC-10002800,5,119.98,3,0.2,22.5
CA-2019-127621,OFF-PA-10001307,5,26.88,8,0.2,9.74
CA-2017-145184,TEC-PH-10002350,5,83.97,3,0,23.51
CA-2017-145184,TEC-AC-10000397,5,104.97,3,0,7.35
CA-2019-106859,OFF-ST-10000615,5,90.8,8,0,25.42
CA-2019-106859,TEC-PH-10004531,5,140.74,8,0.2,49.26
CA-2019-106859,TEC-AC-10004001,5,214.95,5,0,88.13
CA-2019-106859,OFF-PA-10001534,5,45.36,7,0,21.77
CA-2019-106859,OFF-PA-10001815,5,288.24,6,0,138.36
US-2019-120089,OFF-AP-10003779,5,663.94,4,0.2,82.99
CA-2016-119375,OFF-ST-10002011,5,2934.33,7,0,792.27
CA-2016-119375,FUR-FU-10002379,5,124.41,3,0,14.93
CA-2016-119375,OFF-AR-10003752,5,57.75,5,0,26.57
CA-2018-125206,OFF-ST-10003692,5,114.46,2,0,28.61
CA-2017-126137,FUR-BO-10004409,5,120.67,2,0.15,18.45
CA-2016-143903,OFF-ST-10003306,5,342.86,3,0.2,38.57
CA-2016-143903,FUR-FU-10003724,5,16.74,5,0.6,-14.23
CA-2016-143903,FUR-CH-10002024,5,981.37,2,0.3,-140.2
CA-2016-104780,OFF-AR-10003514,5,31.84,8,0,10.51
CA-2019-101182,OFF-PA-10001800,5,12.96,2,0,6.22
CA-2019-101182,TEC-PH-10003589,5,43.18,3,0.2,15.11
US-2019-132297,OFF-BI-10003364,5,58.34,2,0,28
US-2019-132297,TEC-PH-10002834,5,539.97,3,0,134.99
CA-2016-100328,OFF-BI-10000343,4,3.93,1,0.2,1.33
CA-2019-118773,OFF-BI-10004584,4,252.78,4,0.8,-417.09
CA-2019-118773,TEC-AC-10002402,1,127.98,2,0.2,16
CA-2019-118773,FUR-FU-10000550,1,3.98,2,0.6,-2.69
CA-2019-118773,OFF-AP-10000055,1,12.99,2,0.8,-32.48
US-2019-159205,FUR-FU-10001591,1,61,5,0,25.62
US-2019-159205,TEC-PH-10000526,1,671.93,7,0,188.14
CA-2018-112123,OFF-BI-10001071,1,447.86,7,0,219.45
CA-2018-112123,TEC-PH-10001557,1,479.95,5,0,129.59
CA-2018-112123,OFF-PA-10001977,1,166.44,3,0,79.89
CA-2017-114468,OFF-SU-10004231,1,31.68,4,0.2,2.77
CA-2017-114468,OFF-PA-10000809,1,10.37,2,0.2,3.63
CA-2017-114468,OFF-FA-10003021,1,12.03,8,0.2,2.26
CA-2017-114468,OFF-AP-10000696,1,5.77,2,0.8,-13.55
CA-2019-135692,OFF-LA-10001158,1,33.12,4,0.2,11.59
CA-2019-135692,FUR-BO-10002268,1,220.27,4,0.32,-42.11
CA-2019-131233,OFF-BI-10000829,1,10.78,3,0.2,3.5
CA-2019-131233,FUR-BO-10003441,1,242.35,3,0.2,9.09
CA-2019-119578,OFF-SU-10003505,1,695.16,6,0,34.76
CA-2019-119578,FUR-BO-10003660,1,220.98,1,0,50.83
CA-2018-124562,OFF-BI-10001267,1,12.96,7,0.7,-9.5
US-2019-140074,OFF-PA-10002741,1,25.68,6,0,11.56
CA-2018-103037,OFF-LA-10004345,1,15.71,4,0.2,5.7
CA-2019-127460,OFF-ST-10004340,1,298.46,6,0.2,26.12
CA-2018-121671,OFF-PA-10001471,1,21.93,3,0,10.09
CA-2018-121671,OFF-ST-10002344,1,242.94,3,0,4.86
CA-2018-121671,OFF-PA-10001892,1,7.64,1,0,3.74
CA-2018-121671,OFF-PA-10001934,1,51.84,8,0,25.4
CA-2018-121671,OFF-ST-10000078,1,265.17,1,0,47.73
CA-2018-150350,TEC-MA-10001972,1,837.6,3,0.2,62.82
CA-2018-150350,OFF-EN-10002504,1,135.9,5,0,63.87
CA-2018-150350,OFF-PA-10002160,1,34.68,6,0,16.99
CA-2018-150350,FUR-CH-10001973,1,532.7,6,0.2,-39.95
CA-2018-150350,OFF-AP-10001492,1,43.1,5,0,11.21
CA-2018-150350,OFF-SU-10002189,1,15.88,4,0,0.16
CA-2017-121720,FUR-CH-10003312,1,1123.92,5,0.2,-182.64
CA-2017-121720,TEC-PH-10002496,1,249.58,2,0.2,31.2
CA-2017-121720,FUR-FU-10003464,1,48.67,3,0.2,7.3
CA-2017-121720,OFF-AR-10000380,1,60.77,2,0.2,7.6
CA-2017-121720,OFF-BI-10004593,1,78.6,5,0.7,-62.88
CA-2017-121720,OFF-BI-10001308,1,3.77,2,0.7,-3.14
CA-2017-121720,OFF-ST-10001780,1,1036.62,2,0.2,51.83
CA-2017-121720,OFF-ST-10003816,1,563.81,4,0.2,21.14
CA-2019-149895,TEC-PH-10002200,1,258.53,2,0.4,-47.4
CA-2019-147564,OFF-PA-10004438,1,49.12,4,0,23.09
CA-2016-136399,FUR-FU-10004090,1,44.46,2,0,14.67
CA-2016-136399,FUR-CH-10002602,1,241.57,2,0.2,18.12
CA-2016-136399,TEC-AC-10001142,1,395,5,0,39.5
CA-2016-136399,TEC-PH-10004977,1,627.17,4,0.2,70.56
CA-2016-107916,FUR-FU-10004586,1,13.28,2,0,6.37
CA-2016-107916,OFF-BI-10001116,1,12.67,3,0.2,4.44
CA-2019-164168,OFF-BI-10000666,1,30.56,5,0.8,-45.84
CA-2019-164168,OFF-ST-10002583,1,77.95,3,0.2,-15.59
CA-2019-164168,TEC-PH-10004908,1,67.99,1,0.2,8.5
CA-2019-164168,OFF-EN-10001219,1,12.22,2,0.2,4.43
CA-2019-164168,TEC-AC-10004568,1,44.78,2,0.2,-0.56
CA-2019-164168,FUR-FU-10001756,1,22.85,3,0.6,-17.71
CA-2017-112557,OFF-AP-10002311,1,206.43,3,0,90.83
US-2016-122959,OFF-BI-10003650,1,210.39,2,0.8,-336.63
CA-2019-162572,TEC-AC-10003628,1,119.96,5,0.2,35.99
CA-2019-162572,OFF-AR-10001547,1,10.61,6,0.2,0.93
US-2018-148110,FUR-CH-10002647,1,347.8,7,0.3,-24.84
CA-2019-131828,FUR-CH-10004495,1,963.14,4,0.2,108.35
CA-2019-131828,TEC-PH-10002923,1,88.78,3,0.2,7.77
CA-2016-109218,OFF-AR-10001374,1,32.4,5,0,10.37
CA-2018-120558,OFF-PA-10003441,1,32.4,5,0,15.55
US-2016-109036,OFF-LA-10002043,1,31.05,3,0,14.9
CA-2017-147830,TEC-AC-100020491,1,2025.36,6,0.2,607.61
CA-2017-147830,TEC-MA-10000418,1,1799.99,2,0.7,-2639.99
CA-2017-147830,TEC-PH-10004908,1,101.99,2,0.4,-17
CA-2017-147830,FUR-FU-10004091,1,262.86,7,0.2,69
CA-2019-150497,OFF-BI-10004600,1,735.98,2,0,331.19
CA-2016-128986,OFF-PA-10001289,1,93.02,3,0.2,33.72
CA-2017-139584,FUR-TA-10001539,1,284.36,2,0.4,-75.83
CA-2017-139584,TEC-AC-10001266,1,26,2,0,11.7
US-2018-162677,OFF-ST-10001291,1,67.64,5,0.2,5.92
US-2018-162677,TEC-AC-10001314,1,119.98,3,0.2,-18
US-2016-150924,OFF-BI-10004040,6,5.18,5,0.8,-8.03
CA-2016-153969,OFF-EN-10001539,6,15.56,2,0,7.31
CA-2016-153969,OFF-EN-10004483,5,78.35,5,0,36.82
CA-2016-153969,OFF-AR-10001615,5,59.52,3,0,15.48
CA-2016-153969,OFF-PA-10000327,5,38.52,9,0,17.33
CA-2016-153969,TEC-PH-10001299,5,239.98,2,0.2,24
CA-2016-153969,OFF-PA-10002246,5,19.35,3,0,9.48
CA-2018-146682,FUR-FU-10002671,5,67,5,0,32.16
CA-2018-138695,FUR-CH-10003833,5,390.27,8,0.2,-24.39
CA-2018-138695,OFF-PA-10001667,5,62.19,13,0.2,19.44
CA-2019-107461,OFF-BI-10002003,5,23.88,6,0,11.22
US-2018-133879,OFF-BI-10004465,5,3.17,2,0.8,-4.75
US-2018-133879,FUR-CH-10000665,5,528.43,5,0.3,0
US-2018-133879,OFF-AR-10004956,5,13.39,3,0.2,1.51
CA-2019-157483,OFF-AR-10004260,5,181.86,7,0,50.92
US-2019-132059,FUR-BO-10001811,5,180.59,2,0.7,-240.78
US-2019-132059,TEC-AC-10003280,5,47.98,2,0.2,0.6
CA-2019-122280,OFF-PA-10004911,5,18.76,2,0,9
CA-2019-105235,FUR-FU-10001487,5,20.94,3,0,6.07
CA-2019-105235,FUR-FU-10000521,5,58.68,2,0,18.19
CA-2019-105235,OFF-AP-10001271,5,254.9,5,0,68.82
CA-2019-152912,OFF-BI-10004728,5,9.64,2,0,4.43
CA-2019-152912,TEC-AC-10004666,5,826.62,3,0,355.45
CA-2019-152912,OFF-ST-10003208,5,1633.14,9,0,473.61
CA-2019-152912,OFF-ST-10003208,5,544.38,3,0,157.87
CA-2016-123498,OFF-BI-10000632,5,26.05,3,0.8,-44.28
CA-2016-123498,OFF-EN-10004773,5,74.35,3,0.2,26.95
CA-2019-159352,TEC-PH-10004700,5,69.93,7,0,32.17
US-2019-146416,OFF-LA-10003714,5,3.75,1,0,1.8
US-2019-146416,OFF-BI-10001787,5,20.93,4,0.2,7.59
US-2017-163783,OFF-ST-10002957,5,12.67,3,0.2,-3.17
CA-2019-123981,TEC-PH-10002115,5,65.99,1,0,17.16
CA-2019-158953,OFF-BI-10002557,5,6.37,7,0.8,-9.56
CA-2016-165428,OFF-BI-10002949,5,3.65,3,0.8,-6.02
CA-2016-165428,OFF-PA-10004100,5,31.1,6,0.2,10.89
CA-2018-169026,OFF-FA-10001883,5,23.34,3,0,0.23
CA-2019-109750,TEC-PH-10000702,5,29.97,3,0,14.09
CA-2017-149384,OFF-BI-10003196,5,3.37,3,0.7,-2.24
CA-2016-131527,TEC-PH-10001644,5,95.97,4,0.2,9.6
CA-2019-164000,OFF-AR-10003183,5,18.7,7,0.2,2.34
CA-2016-164224,FUR-FU-10000308,5,149.23,3,0.2,3.73
CA-2016-164224,OFF-PA-10001526,5,15.94,4,0.2,5.78
CA-2016-158372,TEC-PH-10002103,5,601.54,8,0.2,60.15
CA-2016-158372,TEC-AC-10004209,5,10.99,1,0,4.29
CA-2016-158372,FUR-FU-10000397,5,39.88,2,0,11.17
CA-2016-158372,OFF-PA-10002137,5,62.24,8,0,28.01
CA-2016-158372,FUR-FU-10001867,5,53.2,5,0,14.9
CA-2016-158372,OFF-LA-10000407,5,39.84,8,0,18.33
CA-2018-108882,TEC-AC-10000420,5,349.95,5,0,118.98
CA-2018-108882,TEC-PH-10002726,5,377.93,9,0.2,141.72
US-2019-108245,OFF-EN-10001415,5,13.39,3,0.2,5.02
US-2019-108245,OFF-BI-10000773,5,11.23,7,0.8,-18.53
CA-2016-142314,OFF-AP-10002350,5,207.24,11,0,58.03
CA-2018-132409,OFF-AR-10001919,1,1.5,1,0.2,0.17
CA-2018-132409,OFF-AP-10002082,1,34.85,2,0.2,6.53
CA-2019-150189,OFF-LA-10002762,1,75.18,6,0,35.33
CA-2016-114433,TEC-AC-10002800,1,149.97,3,0,52.49
CA-2019-104640,OFF-BI-10003925,1,931.18,3,0.2,314.27
CA-2019-104640,TEC-PH-10002200,1,430.88,2,0,124.96
US-2017-137008,OFF-PA-10001295,1,94.85,5,0,45.53
US-2017-137008,OFF-EN-10002500,1,51.12,4,0,23
US-2017-137008,TEC-AC-10000892,1,90,1,0,32.4
CA-2016-108189,OFF-PA-10001838,1,9.41,2,0.2,3.41
CA-2016-108189,OFF-FA-10000735,1,4.67,2,0.2,1.46
CA-2016-108189,TEC-PH-10001760,1,318.4,2,0.2,107.46
CA-2016-108189,OFF-EN-10004846,1,12.77,6,0.2,4.63
CA-2016-108189,OFF-SU-10003567,5,15.36,2,0.2,-3.26
CA-2016-108189,TEC-PH-10001557,5,230.38,3,0.2,20.16
CA-2016-108189,TEC-AC-10003038,5,7.16,1,0.2,-0.09
CA-2016-154641,OFF-ST-10004459,5,375.34,1,0,18.77
CA-2019-131625,FUR-FU-10004960,5,114.9,5,0,39.07
US-2019-156356,OFF-BI-10000632,5,26.05,3,0.8,-44.28
US-2019-156356,OFF-BI-10001107,5,2.9,1,0.8,-4.78
US-2019-156356,OFF-ST-10002301,5,32.54,2,0.2,-7.73
CA-2018-138933,OFF-BI-10003355,5,3.98,1,0.2,1.39
CA-2018-140746,FUR-TA-10002903,5,181.8,1,0.3,-15.58
CA-2018-146836,OFF-ST-10001580,5,44.94,3,0,12.58
CA-2018-146836,OFF-BI-10000315,5,45.58,3,0.2,15.95
US-2018-127971,FUR-CH-10003774,5,318.43,5,0.3,-77.33
US-2018-127971,TEC-PH-10003095,5,122.92,7,0.2,46.1
US-2018-127971,FUR-FU-10000023,5,7.07,3,0.6,-2.83
US-2018-140809,OFF-ST-10002214,5,56.45,5,0,14.68
CA-2019-114524,OFF-BI-10002799,5,13.47,13,0.8,-22.9
CA-2019-113355,TEC-PH-10004912,5,219.8,5,0.2,24.73
CA-2019-113355,FUR-CH-10002602,5,317.06,3,0.3,-18.12
US-2019-140907,TEC-AC-10004510,5,49.08,3,0,4.91
US-2019-140907,OFF-ST-10000060,5,324.9,5,0,38.99
US-2019-140907,OFF-AR-10000799,5,18.24,3,0,5.29
CA-2018-159730,FUR-CH-10004875,5,113.89,2,0.2,9.97
CA-2018-159730,TEC-PH-10002085,5,105.58,2,0.2,7.92
CA-2018-157868,OFF-FA-10000992,5,24.85,7,0,11.68
CA-2019-119389,FUR-FU-10001473,5,60.31,3,0.2,5.28
CA-2019-110373,OFF-AR-10003045,5,7.06,3,0.2,2.21
CA-2019-110373,TEC-PH-10001536,5,27.18,2,0.2,2.04
CA-2018-155474,TEC-PH-10001580,5,107.98,1,0.2,9.45
CA-2018-155474,OFF-BI-10004209,5,19.3,3,0.2,6.03
CA-2017-155453,OFF-LA-10001613,5,4.61,2,0.2,1.67
US-2018-161844,FUR-TA-10001676,5,79.97,3,0.4,-29.32
US-2018-161844,OFF-BI-10003712,5,2.95,2,0.7,-2.06
US-2018-162103,OFF-BI-10000285,5,3.14,2,0.8,-4.7
CA-2016-151554,OFF-PA-10004609,5,20.74,4,0.2,7.26
CA-2016-140662,TEC-AC-10001314,5,99.98,2,0,8
CA-2016-140662,OFF-PA-10003395,5,733.95,7,0,352.3
CA-2016-140662,OFF-AP-10001242,5,241.44,3,0,72.43
CA-2018-122518,OFF-LA-10001641,5,10.08,4,0.2,3.53
US-2016-126571,OFF-ST-10003816,5,281.9,2,0.2,10.57
US-2016-126571,OFF-EN-10002230,5,201.43,3,0.2,67.98
CA-2016-143840,TEC-PH-10002660,5,135.98,2,0,34
CA-2016-143840,TEC-PH-10003171,5,44.95,1,0,12.59
CA-2016-115980,TEC-AC-10003709,5,2.97,3,0,1.31
CA-2016-115980,OFF-FA-10000304,5,6.54,3,0,2.68
CA-2017-155145,TEC-AC-10003709,5,7.92,8,0,3.48
CA-2017-146038,FUR-CH-10002774,5,203.92,5,0.2,22.94
CA-2019-133865,TEC-CO-10001046,5,3359.95,6,0.2,1049.99
CA-2019-116358,OFF-FA-10003495,5,18.24,3,0,9.12
CA-2019-116358,OFF-AR-10004685,5,27.78,6,0,9.17
CA-2016-102988,OFF-AR-10004757,5,22.96,7,0,7.58
CA-2016-102988,TEC-PH-10001615,5,28.99,1,0,8.41
CA-2016-102988,OFF-PA-10003349,5,12.96,2,0,6.35
CA-2016-102988,OFF-AR-10000127,5,22.96,7,0,6.66
CA-2016-102988,OFF-SU-10002881,5,4164.05,5,0,83.28
US-2016-117170,TEC-AC-10001109,5,47.98,2,0.2,13.2
US-2016-117170,OFF-PA-10000682,5,4.62,1,0.2,1.68
CA-2016-159478,FUR-FU-10000221,6,15.24,3,0,5.18
CA-2016-103702,OFF-BI-10002429,6,63.92,7,0.7,-46.88
CA-2019-150525,OFF-AR-10002375,6,6.56,2,0,1.9
CA-2019-150525,OFF-AP-10000595,6,13.11,3,0,3.41
CA-2017-157770,TEC-PH-100015301,6,494.38,3,0.2,49.44
CA-2017-157770,OFF-BI-10000050,6,29.2,5,0.2,9.85
CA-2017-157770,TEC-AC-10001552,6,248.85,5,0,27.37
CA-2017-157770,TEC-AC-10003399,6,36.24,1,0,15.22
CA-2018-167290,OFF-AR-10004078,6,11.68,2,0,3.5
CA-2016-106264,OFF-SU-10002189,6,11.91,3,0,0.12
CA-2016-106264,FUR-FU-10001852,6,3.48,2,0,1.11
CA-2016-138023,OFF-BI-10003638,6,30.96,8,0.8,-52.63
CA-2019-113418,TEC-MA-10002428,6,1704.89,11,0,767.2
US-2017-110569,OFF-BI-10001036,6,19.19,7,0.7,-12.8
US-2017-110569,OFF-AP-10004708,6,121.79,4,0.2,13.7
CA-2019-136308,TEC-MA-10000488,6,1919.98,3,0.2,216
US-2016-159926,OFF-BI-10003656,6,51,1,0.7,-40.8
US-2016-159926,OFF-ST-10003656,6,76.79,1,0.2,-16.32
US-2016-159926,TEC-PH-10001128,6,539.96,6,0.4,-107.99
US-2016-159926,FUR-FU-10001473,6,60.31,3,0.2,5.28
US-2016-159926,OFF-BI-10004656,6,1.94,3,0.7,-1.43
CA-2016-104738,OFF-EN-10004955,6,12.98,3,0.2,4.71
CA-2016-104738,TEC-PH-10002468,6,217.58,2,0.2,19.04
CA-2016-104738,TEC-PH-10000576,6,328.78,3,0.2,28.77
CA-2016-104738,OFF-BI-10002160,6,2.29,3,0.8,-3.66
CA-2016-104738,TEC-AC-10003628,6,47.98,2,0.2,14.4
CA-2017-144386,OFF-BI-10001116,6,25.34,6,0.2,8.87
CA-2018-111416,OFF-BI-10002026,6,232.4,5,0.2,78.43
CA-2018-162747,FUR-FU-10003691,6,86.45,7,0,38.04
US-2016-133130,FUR-CH-10002602,6,603.92,5,0.2,45.29
US-2016-133130,OFF-PA-10000675,6,81.98,2,0,40.17
CA-2019-169978,FUR-CH-10002602,6,271.76,2,0.1,48.31
CA-2019-169978,OFF-BI-10001900,6,14.38,3,0.2,4.85
CA-2019-161739,FUR-FU-10001468,6,341.96,5,0.6,-427.45
CA-2017-165057,OFF-AR-10004648,6,181.35,9,0,48.96
CA-2017-165057,OFF-LA-10003190,6,8.64,3,0,4.23
CA-2016-134551,OFF-AP-10004868,6,43.51,7,0.2,3.81
CA-2016-134551,FUR-CH-10004287,6,662.88,3,0.2,74.57
CA-2016-134551,OFF-PA-10002689,6,25.92,5,0.2,9.07
CA-2017-120810,OFF-AP-10002892,6,68.94,3,0,20.68
CA-2017-120810,FUR-FU-10002253,6,128.82,3,0,50.24
CA-2016-165309,OFF-BI-10001359,6,896.99,5,0.8,-1480.03
CA-2016-165309,OFF-BI-10001267,6,1.23,1,0.8,-1.97
CA-2016-165309,OFF-AR-10003582,6,67.56,3,0.2,6.76
CA-2016-165309,OFF-PA-10003724,6,21.72,5,0.2,7.87
CA-2016-165309,OFF-PA-10001033,6,262.34,8,0.2,95.1
CA-2016-165309,TEC-PH-10003505,6,148.48,2,0.2,16.7
CA-2016-165309,TEC-PH-10004959,6,241.18,3,0.2,15.07
CA-2019-122595,TEC-AC-10000474,6,227.98,3,0.2,28.5
CA-2019-122595,TEC-PH-10003095,6,52.68,3,0.2,19.76
CA-2019-122595,FUR-FU-10002963,6,2.03,1,0.6,-1.32
US-2019-109253,OFF-AR-10000203,6,17.12,4,0,4.96
US-2019-109253,TEC-PH-10004667,6,431.97,4,0.2,37.8
US-2019-109253,FUR-FU-10000193,6,129.92,4,0,10.39
US-2019-109253,FUR-TA-10001539,6,568.73,3,0.2,28.44
US-2019-109253,OFF-BI-10000962,6,117.14,9,0.2,42.46
US-2019-109253,OFF-AP-10002867,6,203.52,3,0,54.95
US-2019-109253,OFF-LA-10001158,6,51.75,5,0,24.84
CA-2018-145982,OFF-PA-10000675,6,122.97,3,0,60.26
CA-2018-145982,FUR-TA-10001307,6,244.62,1,0.3,20.97
CA-2018-145982,TEC-PH-10000011,1,59.97,3,0,28.79
CA-2018-145982,OFF-PA-10002666,1,81.54,9,0,36.69
CA-2018-145982,OFF-FA-10000735,3,11.68,4,0,5.26
CA-2018-145982,OFF-BI-10000174,3,29,5,0,13.92
CA-2017-112014,OFF-AR-10003156,3,50.8,5,0,13.21
CA-2019-154732,OFF-BI-10000474,3,16.03,5,0.8,-25.65
US-2018-157308,OFF-BI-10003712,3,15.71,4,0.2,5.7
CA-2018-147536,TEC-AC-10003280,3,89.97,3,0,18.89
