Order ID,Order Date,Ship Date,Customer ID,TerritoryID
CA-2017-117884,22-03-17,22-03-17,DC-13285,6
CA-2017-157812,22-03-17,26-03-17,DB-13210,6
CA-2017-130218,23-03-17,26-03-17,SG-20470,7
US-2017-125374,23-03-17,29-03-17,JD-16060,1
US-2017-107944,23-03-17,25-03-17,AM-10360,6
CA-2017-138219,23-03-17,30-03-17,BP-11095,6
US-2017-112508,24-03-17,30-03-17,BP-11185,6
CA-2017-145457,24-03-17,27-03-17,CP-12085,6
CA-2017-118423,24-03-17,27-03-17,DP-13390,6
US-2017-116981,26-03-17,28-03-17,SM-20950,1
CA-2017-167374,26-03-17,30-03-17,GM-14500,6
CA-2017-164301,26-03-17,30-03-17,EB-13840,1
CA-2017-103793,26-03-17,31-03-17,BV-11245,1
CA-2017-132948,27-03-17,03-04-17,MV-17485,10
CA-2017-131534,28-03-17,02-04-17,AB-10165,6
CA-2017-135363,28-03-17,02-04-17,CK-12205,6
CA-2017-133536,28-03-17,30-03-17,JH-15820,1
CA-2017-153549,29-03-17,31-03-17,SL-20155,6
CA-2017-150749,29-03-17,03-04-17,AS-10240,7
CA-2017-121272,29-03-17,04-04-17,DO-13435,6
US-2017-103996,29-03-17,31-03-17,RB-19435,6
CA-2017-105361,29-03-17,04-04-17,CM-12115,6
CA-2017-104871,30-03-17,03-04-17,DR-12940,6
CA-2017-121405,30-03-17,04-04-17,FC-14335,1
CA-2017-137106,31-03-17,04-04-17,SC-20260,1
CA-2017-128125,31-03-17,05-04-17,EB-13705,10
US-2017-159513,02-04-17,09-04-17,JD-15790,6
US-2017-122140,02-04-17,07-04-17,MO-17950,6
CA-2017-136378,02-04-17,07-04-17,CS-11845,1
US-2017-142811,02-04-17,07-04-17,JL-15850,7
CA-2017-110667,04-04-17,08-04-17,NF-18595,1
CA-2017-112452,04-04-17,04-04-17,NC-18340,6
US-2017-136476,05-04-17,10-04-17,GG-14650,6
CA-2017-119942,05-04-17,07-04-17,TT-21070,10
CA-2017-102855,05-04-17,06-04-17,JF-15415,8
CA-2017-167010,05-04-17,10-04-17,VT-21700,6
CA-2017-161452,05-04-17,11-04-17,CA-11965,1
CA-2017-124541,06-04-17,10-04-17,TT-21220,6
CA-2017-100888,06-04-17,10-04-17,MH-17455,7
CA-2017-130554,07-04-17,09-04-17,FM-14290,6
CA-2017-166492,07-04-17,10-04-17,RP-19390,10
CA-2017-140025,07-04-17,11-04-17,PF-19120,6
CA-2017-101000,09-04-17,14-04-17,IG-15085,6
CA-2017-142027,09-04-17,14-04-17,JK-15370,6
CA-2017-116512,09-04-17,14-04-17,MC-18100,6
CA-2017-168767,10-04-17,15-04-17,DM-12955,6
CA-2017-134201,10-04-17,16-04-17,EH-14125,10
US-2017-136987,11-04-17,14-04-17,AR-10540,6
CA-2017-125563,11-04-17,17-04-17,PR-18880,6
CA-2017-111164,11-04-17,15-04-17,SE-20110,1
CA-2017-145415,12-04-17,17-04-17,RD-19660,1
CA-2017-133452,13-04-17,19-04-17,ZC-21910,6
CA-2017-120551,13-04-17,20-04-17,SS-20590,10
CA-2017-133837,13-04-17,18-04-17,TH-21100,7
CA-2017-100216,13-04-17,14-04-17,HJ-14875,6
CA-2017-149678,13-04-17,15-04-17,AW-10840,6
US-2017-120502,13-04-17,19-04-17,BT-11395,6
CA-2017-106257,13-04-17,17-04-17,EB-14110,10
US-2017-168704,13-04-17,17-04-17,FP-14320,7
CA-2017-116841,14-04-17,18-04-17,TP-21130,8
CA-2017-142734,16-04-17,21-04-17,DM-13345,1
CA-2017-137974,16-04-17,18-04-17,LL-16840,6
CA-2017-106215,16-04-17,21-04-17,BN-11470,7
CA-2017-146675,16-04-17,20-04-17,SB-20185,6
CA-2017-161263,16-04-17,21-04-17,TS-21160,1
CA-2017-155306,17-04-17,21-04-17,GA-14515,7
CA-2017-148712,17-04-17,23-04-17,JM-15535,1
US-2017-113593,18-04-17,20-04-17,NC-18415,6
US-2017-134271,18-04-17,23-04-17,RF-19735,10
US-2017-163433,18-04-17,22-04-17,MP-17965,10
CA-2017-115742,18-04-17,22-04-17,DP-13000,6
CA-2017-102722,18-04-17,19-04-17,KW-16570,1
CA-2017-142601,18-04-17,20-04-17,DE-13255,10
US-2017-155369,19-04-17,25-04-17,PG-18820,10
CA-2017-109169,20-04-17,24-04-17,OT-18730,1
CA-2017-149342,20-04-17,25-04-17,TS-21160,10
CA-2017-142433,20-04-17,25-04-17,ES-14020,1
CA-2017-107678,21-04-17,28-04-17,JK-16090,6
CA-2017-151253,22-04-17,26-04-17,AZ-10750,7
CA-2017-118227,24-04-17,28-04-17,DB-13270,10
CA-2017-115420,25-04-17,02-05-17,LS-16945,6
CA-2017-153878,25-04-17,30-04-17,TS-21655,10
CA-2017-130365,25-04-17,29-04-17,ZC-21910,6
CA-2017-112557,25-04-17,28-04-17,JL-15850,6
CA-2017-143602,25-04-17,28-04-17,JS-15595,6
US-2017-114839,26-04-17,30-04-17,PW-19240,10
CA-2017-137302,26-04-17,01-05-17,BW-11110,10
US-2017-134026,26-04-17,02-05-17,JE-15745,6
CA-2017-122266,26-04-17,30-04-17,SA-20830,6
CA-2017-124450,27-04-17,03-05-17,GT-14710,6
CA-2017-151841,27-04-17,02-05-17,TC-21475,6
CA-2017-120782,28-04-17,01-05-17,SD-20485,7
CA-2017-130792,28-04-17,05-05-17,RA-19915,6
CA-2017-157434,29-04-17,04-05-17,JK-15640,6
US-2017-115238,30-04-17,04-05-17,JW-15220,6
CA-2017-135174,30-04-17,02-05-17,BP-11230,1
US-2017-164175,30-04-17,05-05-17,PS-18970,6
CA-2017-103716,30-04-17,06-05-17,KB-16585,6
CA-2017-161998,01-05-17,05-05-17,DB-13120,7
CA-2017-104486,01-05-17,06-05-17,PO-18850,7
CA-2017-145821,01-05-17,07-05-17,JB-15400,6
CA-2017-116687,02-05-17,07-05-17,NC-18625,7
CA-2017-112130,03-05-17,07-05-17,SV-20785,7
CA-2017-160864,03-05-17,06-05-17,NF-18595,1
CA-2017-150770,03-05-17,06-05-17,LC-16870,6
CA-2017-107937,03-05-17,08-05-17,JB-16045,6
CA-2017-144253,04-05-17,09-05-17,AS-10225,6
CA-2017-110548,04-05-17,08-05-17,AH-10690,6
CA-2017-129700,04-05-17,05-05-17,LA-16780,6
CA-2017-146290,04-05-17,11-05-17,SV-20815,6
CA-2017-147879,07-05-17,12-05-17,CC-12220,6
CA-2017-137512,07-05-17,12-05-17,AG-10675,6
CA-2017-136798,08-05-17,12-05-17,DL-12925,6
CA-2017-109939,08-05-17,12-05-17,AA-10375,7
US-2017-160857,08-05-17,15-05-17,NW-18400,1
CA-2017-142055,08-05-17,10-05-17,AB-10255,10
CA-2017-113971,08-05-17,14-05-17,CB-12535,6
CA-2017-155635,09-05-17,13-05-17,ME-17725,1
CA-2017-144043,10-05-17,15-05-17,AB-10165,6
CA-2017-129217,10-05-17,10-05-17,DP-13390,6
CA-2017-135727,11-05-17,16-05-17,PS-18970,8
CA-2017-159380,12-05-17,16-05-17,CS-12505,10
CA-2017-131856,12-05-17,17-05-17,JG-15160,10
CA-2017-162607,12-05-17,18-05-17,RO-19780,1
CA-2017-130876,12-05-17,16-05-17,AZ-10750,6
US-2017-122910,12-05-17,16-05-17,LT-16765,10
CA-2017-145835,13-05-17,18-05-17,BF-11170,6
CA-2017-100146,14-05-17,19-05-17,CB-12535,10
CA-2017-165162,14-05-17,21-05-17,HG-15025,6
CA-2017-119291,14-05-17,17-05-17,JO-15550,6
CA-2017-166604,15-05-17,20-05-17,AH-10690,6
CA-2017-138492,15-05-17,22-05-17,FC-14335,6
CA-2017-100769,16-05-17,16-05-17,TH-21550,6
CA-2017-100251,17-05-17,23-05-17,DV-13465,7
US-2017-117184,17-05-17,21-05-17,ON-18715,6
CA-2017-165554,18-05-17,22-05-17,AJ-10780,10
CA-2017-153535,20-05-17,24-05-17,SG-20470,6
CA-2017-169278,21-05-17,25-05-17,ME-18010,7
CA-2017-102806,21-05-17,28-05-17,HG-14965,6
US-2017-168914,21-05-17,27-05-17,JE-15745,1
CA-2017-149846,22-05-17,26-05-17,SB-20185,1
CA-2017-154921,23-05-17,28-05-17,EA-14035,6
CA-2017-119102,23-05-17,27-05-17,KH-16690,6
US-2017-110569,23-05-17,30-05-17,EB-13870,6
CA-2017-136805,23-05-17,27-05-17,NM-18445,1
US-2017-165512,24-05-17,26-05-17,VS-21820,1
CA-2017-141768,25-05-17,27-05-17,NP-18685,6
US-2017-152128,25-05-17,27-05-17,NM-18445,7
CA-2017-109708,25-05-17,28-05-17,CY-12745,10
CA-2017-132941,25-05-17,28-05-17,MM-18280,1
CA-2017-138898,25-05-17,29-05-17,JH-16180,6
CA-2017-143147,26-05-17,28-05-17,PS-18760,7
CA-2017-148964,26-05-17,31-05-17,RD-19900,7
US-2017-113327,26-05-17,29-05-17,BF-11170,7
CA-2017-149601,28-05-17,03-06-17,TB-21625,7
CA-2017-131758,28-05-17,01-06-17,KB-16315,6
CA-2017-135020,28-05-17,02-06-17,MS-17770,7
CA-2017-118948,28-05-17,03-06-17,NK-18490,6
CA-2017-104297,29-05-17,31-05-17,CC-12100,1
CA-2017-120880,29-05-17,03-06-17,JL-15850,6
CA-2017-168277,29-05-17,03-06-17,KB-16315,8
CA-2017-111339,29-05-17,31-05-17,VP-21760,1
CA-2017-163923,30-05-17,03-06-17,BD-11560,1
CA-2017-103177,30-05-17,01-06-17,EN-13780,10
CA-2017-156153,31-05-17,02-06-17,CW-11905,7
CA-2017-124919,31-05-17,02-06-17,SP-20650,6
CA-2017-100818,31-05-17,05-06-17,JM-15265,6
CA-2017-149748,31-05-17,02-06-17,EM-13825,1
CA-2017-147788,31-05-17,04-06-17,TM-21010,6
CA-2017-120677,31-05-17,04-06-17,BD-11320,1
CA-2017-136224,31-05-17,31-05-17,ML-18265,10
CA-2017-133627,31-05-17,07-06-17,SC-20050,1
CA-2017-161242,01-06-17,08-06-17,CG-12040,7
US-2017-163685,01-06-17,05-06-17,KE-16420,6
US-2017-132836,01-06-17,05-06-17,AJ-10945,1
US-2017-142020,04-06-17,08-06-17,TC-21535,7
CA-2017-164833,04-06-17,04-06-17,LL-16840,6
CA-2017-158491,04-06-17,09-06-17,BP-11155,10
CA-2017-115168,05-06-17,09-06-17,BB-11545,1
CA-2017-166947,05-06-17,10-06-17,EB-13750,6
CA-2017-142041,07-06-17,09-06-17,EM-13810,6
CA-2017-157343,07-06-17,11-06-17,HD-14785,6
CA-2017-162201,08-06-17,12-06-17,AG-10495,1
CA-2017-164007,08-06-17,12-06-17,MG-17695,6
CA-2017-144190,09-06-17,13-06-17,NC-18415,10
CA-2017-141012,09-06-17,11-06-17,TG-21640,6
CA-2017-101868,09-06-17,16-06-17,MJ-17740,10
CA-2017-110947,09-06-17,15-06-17,AG-10765,7
US-2017-123960,11-06-17,16-06-17,BD-11605,10
CA-2017-121720,11-06-17,12-06-17,JE-15610,6
CA-2017-131779,12-06-17,17-06-17,LE-16810,7
CA-2017-136105,12-06-17,16-06-17,SZ-20035,10
CA-2017-139850,12-06-17,17-06-17,GB-14575,6
CA-2017-104115,12-06-17,16-06-17,JH-15910,6
CA-2017-137281,13-06-17,17-06-17,BF-10975,10
CA-2017-155054,13-06-17,19-06-17,PS-19045,10
CA-2017-104941,13-06-17,19-06-17,DH-13075,10
CA-2017-104059,13-06-17,15-06-17,FC-14245,6
CA-2017-127418,13-06-17,14-06-17,JJ-15445,6
CA-2017-120439,14-06-17,18-06-17,AD-10180,1
US-2017-106495,15-06-17,17-06-17,AC-10450,10
CA-2017-129896,15-06-17,20-06-17,PF-19120,6
CA-2017-164567,15-06-17,19-06-17,GK-14620,1
US-2017-163825,16-06-17,19-06-17,LC-16885,1
CA-2017-167269,16-06-17,20-06-17,PB-19150,6
CA-2017-118955,16-06-17,20-06-17,LS-17230,6
CA-2017-133242,18-06-17,24-06-17,KH-16510,7
CA-2017-122287,18-06-17,23-06-17,SN-20560,1
CA-2017-156734,18-06-17,20-06-17,BV-11245,6
CA-2017-147011,18-06-17,22-06-17,HR-14830,6
CA-2017-154200,18-06-17,22-06-17,BG-11740,10
CA-2017-121965,19-06-17,23-06-17,LH-17155,1
CA-2017-144302,19-06-17,23-06-17,ME-17320,6
CA-2017-111864,19-06-17,19-06-17,PP-18955,8
CA-2017-163734,19-06-17,24-06-17,KM-16375,9
CA-2017-158351,20-06-17,24-06-17,BC-11125,6
US-2017-136427,20-06-17,23-06-17,JM-16195,6
CA-2017-140144,20-06-17,25-06-17,SC-20770,7
CA-2017-123330,21-06-17,27-06-17,EP-13915,6
CA-2017-153423,22-06-17,27-06-17,SW-20455,9
CA-2017-128167,22-06-17,26-06-17,KL-16645,6
CA-2017-124975,22-06-17,25-06-17,MG-17875,6
CA-2017-106187,23-06-17,29-06-17,RF-19345,1
CA-2017-122826,23-06-17,25-06-17,RD-19480,6
CA-2017-139164,23-06-17,28-06-17,CS-12355,6
CA-2017-137750,25-06-17,30-06-17,JF-15565,1
CA-2017-127110,25-06-17,01-07-17,CH-12070,6
CA-2017-119690,25-06-17,28-06-17,MV-17485,6
CA-2017-115945,25-06-17,01-07-17,AB-10165,6
CA-2017-115938,26-06-17,30-06-17,SA-20830,6
CA-2017-143882,26-06-17,30-06-17,DB-13360,6
CA-2017-125395,26-06-17,29-06-17,LA-16780,6
CA-2017-166583,26-06-17,30-06-17,VD-21670,6
CA-2017-103772,28-06-17,02-07-17,MP-17470,7
CA-2017-162950,28-06-17,03-07-17,DW-13585,1
CA-2017-112144,28-06-17,02-07-17,CY-12745,6
CA-2017-128860,29-06-17,05-07-17,SC-20725,6
US-2017-100069,29-06-17,03-07-17,NF-18475,6
US-2017-141684,29-06-17,04-07-17,MM-18055,10
CA-2017-165799,29-06-17,02-07-17,SG-20470,10
CA-2017-140718,02-07-17,04-07-17,FA-14230,6
CA-2017-120397,02-07-17,02-07-17,RB-19435,1
CA-2017-157322,02-07-17,06-07-17,RH-19600,6
CA-2017-111703,02-07-17,09-07-17,KB-16315,6
CA-2017-150196,02-07-17,03-07-17,SR-20740,10
CA-2017-128139,03-07-17,09-07-17,BD-11725,6
US-2017-153500,03-07-17,05-07-17,DG-13300,6
CA-2017-124268,04-07-17,08-07-17,AD-10180,6
CA-2017-154956,04-07-17,09-07-17,IM-15070,1
CA-2017-152513,04-07-17,08-07-17,JP-16135,6
CA-2017-116750,05-07-17,10-07-17,BF-10975,7
CA-2017-164336,05-07-17,10-07-17,MW-18220,6
US-2017-158911,05-07-17,11-07-17,RS-19765,1
CA-2017-130610,05-07-17,10-07-17,VP-21730,10
CA-2017-161627,06-07-17,11-07-17,SJ-20215,6
CA-2017-108665,06-07-17,10-07-17,KM-16225,6
CA-2017-146087,06-07-17,11-07-17,PP-18955,7
CA-2017-116260,06-07-17,12-07-17,BF-10975,10
CA-2017-129392,08-07-17,08-07-17,DM-13015,10
CA-2017-111094,09-07-17,13-07-17,CB-12535,1
CA-2017-123456,09-07-17,13-07-17,KN-16450,7
CA-2017-135314,09-07-17,14-07-17,MC-17575,6
CA-2017-153626,09-07-17,14-07-17,EB-13870,7
CA-2017-132626,09-07-17,14-07-17,BT-11680,10
CA-2017-149384,10-07-17,10-07-17,EH-13945,6
CA-2017-107020,10-07-17,14-07-17,MV-18190,1
CA-2017-142237,11-07-17,13-07-17,CK-12595,1
CA-2017-136469,11-07-17,12-07-17,TS-21370,6
CA-2017-142419,11-07-17,13-07-17,SC-20380,1
CA-2017-126557,12-07-17,17-07-17,RL-19615,1
CA-2017-112711,12-07-17,18-07-17,FM-14380,10
CA-2017-114069,13-07-17,15-07-17,ND-18370,6
US-2017-107349,13-07-17,15-07-17,SL-20155,6
US-2017-140851,13-07-17,15-07-17,ND-18460,6
CA-2017-143364,14-07-17,19-07-17,TG-21310,6
US-2017-166520,16-07-17,19-07-17,KE-16420,1
CA-2017-113404,16-07-17,16-07-17,EM-13810,6
CA-2017-146948,16-07-17,20-07-17,MG-17890,7
CA-2017-138534,17-07-17,19-07-17,JM-15535,6
CA-2017-121132,17-07-17,24-07-17,VB-21745,6
US-2017-149629,17-07-17,20-07-17,MP-17965,7
CA-2017-122973,18-07-17,20-07-17,PJ-19015,1
CA-2017-111206,18-07-17,22-07-17,RF-19735,10
CA-2017-159590,18-07-17,21-07-17,KC-16255,6
US-2017-160150,19-07-17,20-07-17,TS-21085,6
US-2017-122784,20-07-17,27-07-17,RA-19915,1
CA-2017-160472,20-07-17,25-07-17,RK-19300,6
CA-2017-124044,23-07-17,26-07-17,MS-17830,6
CA-2017-120810,23-07-17,27-07-17,TH-21550,6
CA-2017-103135,24-07-17,28-07-17,SS-20515,10
CA-2017-154291,25-07-17,29-07-17,YS-21880,10
US-2017-150161,25-07-17,29-07-17,RB-19795,1
CA-2017-148635,25-07-17,27-07-17,MH-18025,10
CA-2017-139248,25-07-17,30-07-17,RD-19930,6
CA-2017-127754,26-07-17,31-07-17,CK-12760,6
US-2017-140200,26-07-17,28-07-17,CA-12775,6
CA-2017-143700,26-07-17,26-07-17,AS-10240,7
CA-2017-136735,26-07-17,02-08-17,HA-14920,6
CA-2017-148180,26-07-17,31-07-17,BP-11095,6
US-2017-129553,27-07-17,02-08-17,PG-18820,6
CA-2017-132507,30-07-17,03-08-17,CC-12610,6
US-2017-164966,30-07-17,01-08-17,GH-14410,6
CA-2017-155334,30-07-17,31-07-17,HA-14920,1
CA-2017-124891,31-07-17,31-07-17,RH-19495,6
CA-2017-111017,31-07-17,06-08-17,SC-20695,10
CA-2017-164427,31-07-17,06-08-17,AR-10405,7
CA-2017-153388,01-08-17,07-08-17,PC-19000,1
CA-2017-147501,02-08-17,06-08-17,Co-12640,7
CA-2017-122406,02-08-17,05-08-17,BE-11455,1
CA-2017-112767,02-08-17,06-08-17,DK-12985,10
CA-2017-112214,05-08-17,11-08-17,AH-10690,7
CA-2017-160794,06-08-17,08-08-17,MS-17980,6
CA-2017-135251,06-08-17,10-08-17,RP-19270,8
CA-2017-163895,07-08-17,11-08-17,NS-18640,1
US-2017-117492,07-08-17,09-08-17,NS-18640,6
US-2017-124219,07-08-17,08-08-17,KW-16570,6
CA-2017-138331,07-08-17,12-08-17,JK-15625,1
CA-2017-141936,07-08-17,12-08-17,PN-18775,6
CA-2017-163237,07-08-17,09-08-17,EM-14095,6
CA-2017-129322,08-08-17,10-08-17,DB-13405,1
CA-2017-127544,08-08-17,12-08-17,RD-19585,7
CA-2017-168564,08-08-17,08-08-17,TT-21220,6
CA-2017-131338,09-08-17,12-08-17,NP-18325,6
CA-2017-128013,09-08-17,16-08-17,MF-18250,6
CA-2017-103954,09-08-17,13-08-17,HR-14770,6
CA-2017-155453,09-08-17,14-08-17,RA-19885,6
CA-2017-163055,09-08-17,16-08-17,DS-13180,1
US-2017-156496,10-08-17,16-08-17,WB-21850,7
CA-2017-130022,10-08-17,16-08-17,JK-16120,6
CA-2017-121699,10-08-17,14-08-17,BD-11320,6
CA-2017-119634,11-08-17,16-08-17,BW-11065,7
US-2017-156797,11-08-17,15-08-17,PO-19180,6
CA-2017-112014,13-08-17,20-08-17,ON-18715,7
CA-2017-169656,13-08-17,16-08-17,EJ-13720,1
CA-2017-148495,13-08-17,13-08-17,SF-20065,7
CA-2017-133396,13-08-17,15-08-17,GK-14620,6
CA-2017-150441,13-08-17,17-08-17,RA-19285,1
CA-2017-120516,13-08-17,17-08-17,CK-12595,10
CA-2017-162369,15-08-17,19-08-17,TT-21265,7
CA-2017-142454,15-08-17,19-08-17,RE-19450,6
US-2017-164238,16-08-17,20-08-17,JW-15955,6
US-2017-128090,16-08-17,22-08-17,JM-15865,6
US-2017-126753,16-08-17,20-08-17,SP-20860,6
CA-2017-119627,17-08-17,23-08-17,SC-20725,8
CA-2017-111297,17-08-17,21-08-17,SC-20440,6
CA-2017-144267,21-08-17,23-08-17,NZ-18565,6
CA-2017-130456,21-08-17,26-08-17,DS-13180,7
US-2017-130512,21-08-17,25-08-17,SM-20320,6
CA-2017-122168,21-08-17,26-08-17,HG-14965,7
CA-2017-154823,21-08-17,25-08-17,KN-16390,6
CA-2017-132080,22-08-17,25-08-17,DP-13105,6
CA-2017-129854,22-08-17,26-08-17,RB-19705,6
CA-2017-165624,23-08-17,28-08-17,FH-14350,7
CA-2017-114468,23-08-17,23-08-17,TD-20995,10
CA-2017-123939,24-08-17,26-08-17,MS-17710,6
CA-2017-139584,24-08-17,28-08-17,EM-13810,6
CA-2017-102491,24-08-17,28-08-17,KW-16435,1
CA-2017-169299,24-08-17,26-08-17,DO-13435,7
CA-2017-113740,24-08-17,28-08-17,SC-20380,1
CA-2017-146563,24-08-17,28-08-17,CB-12025,1
CA-2017-168809,25-08-17,25-08-17,MC-18100,10
US-2017-139759,25-08-17,30-08-17,NL-18310,7
CA-2017-113040,27-08-17,31-08-17,CC-12100,6
CA-2017-101707,27-08-17,01-09-17,PF-19165,1
CA-2017-126445,27-08-17,31-08-17,RA-19945,6
US-2017-100377,28-08-17,01-09-17,TS-21370,1
CA-2017-121188,28-08-17,04-09-17,CB-12025,1
CA-2017-166219,28-08-17,01-09-17,BP-11185,9
CA-2017-107902,28-08-17,02-09-17,SM-20950,6
CA-2017-108532,29-08-17,02-09-17,CC-12100,1
CA-2017-142139,31-08-17,05-09-17,SD-20485,7
CA-2017-157805,31-08-17,04-09-17,RH-19510,6
CA-2017-112319,31-08-17,05-09-17,AR-10510,6
CA-2017-111514,31-08-17,02-09-17,SC-20260,6
CA-2017-137946,01-09-17,04-09-17,DB-13615,6
CA-2017-104626,01-09-17,08-09-17,DR-12940,10
CA-2017-121608,03-09-17,05-09-17,JB-15400,6
US-2017-146745,03-09-17,08-09-17,AS-10630,1
US-2017-138303,03-09-17,07-09-17,MG-18145,6
US-2017-104185,03-09-17,08-09-17,JB-15400,10
CA-2017-149734,03-09-17,08-09-17,JC-16105,1
CA-2017-113215,03-09-17,08-09-17,CP-12085,10
CA-2017-169537,03-09-17,07-09-17,JH-15820,6
CA-2017-130204,03-09-17,09-09-17,DB-13120,6
CA-2017-159863,04-09-17,07-09-17,DS-13180,6
CA-2017-113523,04-09-17,08-09-17,SC-20440,1
CA-2017-101924,04-09-17,09-09-17,KB-16585,6
CA-2017-142755,04-09-17,08-09-17,CS-12355,6
CA-2017-130785,05-09-17,09-09-17,AG-10900,6
CA-2017-105158,05-09-17,10-09-17,SP-20860,7
CA-2017-162621,05-09-17,11-09-17,CA-12055,1
CA-2017-135510,05-09-17,12-09-17,TW-21025,1
CA-2017-133977,06-09-17,08-09-17,AT-10435,1
CA-2017-150791,06-09-17,13-09-17,CC-12430,6
CA-2017-143238,06-09-17,08-09-17,LO-17170,6
CA-2017-169572,06-09-17,12-09-17,AG-10525,6
US-2017-109015,06-09-17,12-09-17,BS-11590,7
CA-2017-138002,06-09-17,12-09-17,BT-11305,6
CA-2017-160696,06-09-17,10-09-17,CK-12760,1
US-2017-151435,06-09-17,09-09-17,SW-20455,7
CA-2017-110744,07-09-17,12-09-17,HA-14920,6
CA-2017-140557,07-09-17,11-09-17,TN-21040,1
CA-2017-161445,07-09-17,09-09-17,CC-12610,10
CA-2017-102876,07-09-17,14-09-17,LR-17035,10
CA-2017-105599,07-09-17,07-09-17,MC-17275,7
CA-2017-122623,07-09-17,11-09-17,CC-12145,10
CA-2017-164084,07-09-17,12-09-17,AG-10525,10
CA-2017-151624,08-09-17,14-09-17,VW-21775,1
CA-2017-162166,08-09-17,11-09-17,NM-18520,6
US-2017-147242,10-09-17,14-09-17,EH-13765,7
CA-2017-108672,10-09-17,16-09-17,FA-14230,6
CA-2017-132906,10-09-17,14-09-17,CC-12145,6
CA-2017-168186,10-09-17,15-09-17,AB-10150,7
CA-2017-139374,10-09-17,14-09-17,AR-10345,6
CA-2017-117772,10-09-17,12-09-17,MC-17575,7
CA-2017-136658,10-09-17,17-09-17,BO-11425,6
CA-2017-165057,11-09-17,15-09-17,SC-20725,6
CA-2017-125934,11-09-17,18-09-17,SN-20560,6
CA-2017-126186,11-09-17,12-09-17,GB-14530,6
CA-2017-153794,11-09-17,16-09-17,SB-20290,1
CA-2017-132465,11-09-17,15-09-17,DM-13525,6
CA-2017-102016,12-09-17,18-09-17,TM-21010,6
CA-2017-166464,12-09-17,17-09-17,PG-18895,10
CA-2017-128993,12-09-17,17-09-17,CC-12670,10
US-2017-129007,13-09-17,15-09-17,KD-16615,1
CA-2017-136728,13-09-17,17-09-17,AG-10900,6
US-2017-161347,13-09-17,19-09-17,HG-14845,7
CA-2017-118843,13-09-17,20-09-17,JH-15910,10
CA-2017-138457,13-09-17,17-09-17,AM-10705,6
CA-2017-115567,13-09-17,18-09-17,ZC-21910,6
CA-2017-128027,14-09-17,17-09-17,CM-12385,6
CA-2017-140984,14-09-17,18-09-17,CC-12685,1
CA-2017-115924,14-09-17,18-09-17,BE-11455,6
CA-2017-120362,14-09-17,19-09-17,CA-12265,6
CA-2017-131597,14-09-17,18-09-17,SP-20620,6
CA-2017-100734,15-09-17,20-09-17,AC-10615,6
CA-2017-105102,15-09-17,19-09-17,BM-11575,6
CA-2017-145849,15-09-17,17-09-17,CT-11995,10
CA-2017-102582,15-09-17,19-09-17,NW-18400,1
US-2017-130519,15-09-17,15-09-17,NG-18355,1
CA-2017-167696,16-09-17,21-09-17,BD-11500,9
US-2017-126977,17-09-17,23-09-17,PF-19120,10
CA-2017-143077,17-09-17,21-09-17,SF-20965,6
US-2017-138919,17-09-17,21-09-17,LS-16975,10
CA-2017-141145,17-09-17,23-09-17,DB-13405,6
CA-2017-133025,17-09-17,19-09-17,MO-17800,6
US-2017-150630,17-09-17,21-09-17,TB-21520,6
US-2017-138716,17-09-17,20-09-17,CS-11845,6
CA-2017-149713,18-09-17,22-09-17,TG-21640,6
CA-2017-101154,18-09-17,21-09-17,CM-12190,6
CA-2017-167745,18-09-17,23-09-17,GB-14530,6
CA-2017-150511,18-09-17,24-09-17,AB-10060,6
CA-2017-142202,18-09-17,23-09-17,JR-16210,1
CA-2017-109575,18-09-17,23-09-17,KH-16630,6
CA-2017-115847,19-09-17,24-09-17,TC-21535,6
CA-2017-132815,19-09-17,22-09-17,RW-19540,1
CA-2017-147102,19-09-17,26-09-17,NH-18610,6
CA-2017-149517,19-09-17,23-09-17,FC-14245,8
CA-2017-135489,19-09-17,22-09-17,GW-14605,6
CA-2017-137603,19-09-17,24-09-17,MH-17290,10
CA-2017-126970,20-09-17,24-09-17,TP-21130,6
CA-2017-153738,20-09-17,22-09-17,AG-10270,1
CA-2017-156013,20-09-17,26-09-17,TC-20980,1
CA-2017-151470,20-09-17,26-09-17,AM-10705,6
CA-2017-141565,20-09-17,24-09-17,BG-11035,6
CA-2017-127593,21-09-17,21-09-17,DH-13675,6
CA-2017-149972,21-09-17,23-09-17,CD-12790,10
CA-2017-117800,21-09-17,26-09-17,TH-21550,6
CA-2017-102036,21-09-17,27-09-17,CS-12130,10
CA-2017-126697,21-09-17,24-09-17,SV-20815,6
CA-2017-158421,21-09-17,26-09-17,GB-14575,1
CA-2017-168480,21-09-17,27-09-17,DM-12955,10
CA-2017-102260,22-09-17,26-09-17,SJ-20125,10
CA-2017-112571,22-09-17,22-09-17,DL-12925,6
CA-2017-134992,22-09-17,26-09-17,MG-17875,10
US-2017-115343,22-09-17,25-09-17,FO-14305,6
CA-2017-168760,22-09-17,26-09-17,MM-18280,10
CA-2017-105508,24-09-17,29-09-17,JF-15190,1
CA-2017-161830,24-09-17,26-09-17,ME-17725,1
CA-2017-147816,24-09-17,26-09-17,CM-11935,7
CA-2017-113131,24-09-17,24-09-17,MB-17305,7
CA-2017-143119,24-09-17,30-09-17,MC-17275,6
CA-2017-103835,24-09-17,28-09-17,SC-20440,6
